id,section_id,section_code,start_time,end_time,instructor,days,semester
1,1,AA,18:30:00,21:00:00,"BASSEL ATALLAH",M-WW-----,Summer
2,1,G,16:15:00,17:30:00,"REMI ALAURENT",-T-----,Fall
3,1,H,16:15:00,17:30:00,"REMI ALAURENT",---J---,Fall
4,1,Q,16:15:00,17:30:00,"REMI ALAURENT",-T-----,Winter
5,2,AA,11:45:00,13:00:00,"JOHN HADJINICOLAOU",M-WWW----,Summer
6,2,G,16:15:00,17:30:00,"JOHN HADJINICOLAOU",----F--,Fall
7,2,H,16:15:00,17:30:00,"JOHN HADJINICOLAOU",---J---,Fall
8,2,R,16:15:00,17:30:00,"JOHN HADJINICOLAOU",---J---,Winter
9,2,SS,17:45:00,19:00:00,"RAHIM TADAYON",--W----,Winter
10,3,AA,10:15:00,12:45:00,"ALEXANDRE PARADIS",-T-J---,Summer
11,3,P,11:45:00,13:00:00,"DIMITER DRYANOV",M-WWW----,Fall
12,3,R,08:45:00,10:00:00,"NATALIIA ROSSOKHATA",--W-F--,Fall
13,3,T,10:15:00,11:30:00,"GEORGIOS VATISTAS",-T-J---,Fall
14,3,U,11:45:00,13:00:00,"ALEXEY KOKOTOV",--W-F--,Fall
15,3,V,08:45:00,10:00:00,"CIPRIAN ALECSANDRU",--W-F--,Fall
16,3,X,10:15:00,11:30:00,"DMITRY KOROTKIN",-T-J---,Fall
17,3,XX,17:45:00,20:15:00,"DIMITER DRYANOV",----F--,Fall
18,3,F,14:45:00,16:00:00,"NATALIIA ROSSOKHATA",-T-J---,Winter
19,3,G,14:45:00,16:00:00,"M. OMAIR AHMAD",-T-J---,Winter
20,3,J,14:45:00,16:00:00,"ALEXEY KOKOTOV",-T-J---,Winter
21,4,CC,10:45:00,13:15:00,"DONALD DAVIS",-T-J---,Summer
22,4,P,13:15:00,14:30:00,"RAMA BHAT",-T-J---,Fall
23,4,Q,13:15:00,14:30:00,"DMITRY KOROTKIN",-T-J---,Fall
24,4,J,16:15:00,17:30:00,"DIMITER DRYANOV",M-WWW----,Winter
25,4,R,11:45:00,13:00:00,"ALEXANDER SHNIRELMAN",-T-J---,Winter
26,4,S,08:45:00,10:00:00,"CHANTAL DAVID",--W-F--,Winter
27,4,T,10:15:00,11:30:00,"IMAN GOHAR",--W-F--,Winter
28,4,U,08:45:00,10:00:00,"ALEXANDER SHNIRELMAN",-T-J---,Winter
29,4,V,08:45:00,10:00:00,"HASHEM AKBARI",-T-J---,Winter
30,4,X,10:15:00,11:30:00,"CHANTAL DAVID",--W-F--,Winter
31,5,T,10:15:00,11:30:00,"ALEXANDRE PARADIS",--W-F--,Fall
32,5,V,10:15:00,11:30:00,"THEODORE STATHOPOULOS",-T-J---,Fall
33,5,X,10:15:00,11:30:00,"JAVAD DARGAHI",-T-J---,Fall
34,5,YY,17:45:00,20:15:00,"CHELLAIYAH RAJALINGHAM",-T-----,Fall
35,5,J,11:45:00,13:00:00,"THEODORE STATHOPOULOS",-T-J---,Winter
36,5,L,11:45:00,13:00:00,"CHELLAIYAH RAJALINGHAM",-T-J---,Winter
37,6,AA,18:30:00,21:00:00,"ALEXANDRE PARADIS",-T-J---,Summer
38,6,T,11:45:00,13:00:00,"RAMA BHAT",-T-J---,Winter
39,6,V,10:15:00,11:30:00,"THEODORE STATHOPOULOS",--W-F--,Winter
40,6,X,11:45:00,13:00:00,"ASHOK KAUSHAL",-T-J---,Winter
41,6,TT,17:45:00,20:15:00,"ALEXANDRE PARADIS",---J---,Winter
42,7,AA,18:30:00,21:00:00,"RAJAMOHAN GANESAN",M-WWW----,Summer
43,7,AB,18:30:00,21:00:00,"WAIZUDDIN AHMED",M-WWW----,Summer
44,7,M,13:15:00,14:30:00,"SURAJ JOSHI",-T-J---,Winter
45,7,T,13:15:00,14:30:00,"WAIZUDDIN AHMED",-T-J---,Winter
46,7,V,08:45:00,10:00:00,"CHELLAIYAH RAJALINGHAM",--W-F--,Winter
47,7,X,13:15:00,14:30:00,"CHELLAIYAH RAJALINGHAM",-T-J---,Winter
48,7,LL,17:45:00,20:15:00,"MICHELLE NOKKEN",--W----,Winter
49,8,V,13:15:00,14:30:00,"DACIAN EMILIAN ROMAN",-T-J---,Winter
50,8,CV,15:45:00,18:15:00,"PIERRE GAUTHIER",-T-J---,Summer
51,8,M,16:15:00,17:30:00,"HOI DICK NG",M-WWW----,Fall
52,8,T,10:15:00,11:30:00,"LYES KADEM",-T-J---,Fall
53,8,T,08:45:00,10:00:00,"ALEXANDRE PARADIS",--W-F--,Winter
54,8,V,10:15:00,11:30:00,"HASHEM AKBARI",-T-J---,Winter
55,8,XX,17:45:00,20:15:00,"CHELLAIYAH RAJALINGHAM",----F--,Winter
56,8,F,16:15:00,17:30:00,"KRZYSZTOF SKONIECZNY",-T-J---,Fall
57,8,U,10:15:00,11:30:00,"LUIS RODRIGUES",--W-F--,Winter
58,9,AA,18:30:00,21:00:00,"SHAHRAM SHARIFI",-T-J---,Summer
59,9,AB,18:30:00,21:00:00,"SALEH AHMAD ABU DABOUS",-T-J---,Summer
60,9,G,16:15:00,17:30:00,"GERARD GOUW",-T-J---,Fall
61,9,H,16:15:00,17:30:00,"FUZHAN NASIRI",-T-J---,Fall
62,9,FF,17:45:00,20:15:00,"JIAN LI HAO",----F--,Fall
63,9,II,17:45:00,20:15:00,"SHAHRAM SHARIFI",----F--,Fall
64,9,R,16:15:00,17:30:00,"JIAN LI HAO",-T-J---,Winter
65,9,SS,17:45:00,20:15:00,"GERARD GOUW",M-WW-----,Winter
66,9,AA,11:45:00,14:30:00,"DONALD DAVIS",-T-J---,Summer
67,9,AB,18:30:00,21:00:00,"SURAJ JOSHI",M-WWW----,Summer
68,9,T,16:15:00,17:30:00,"NABIL ESMAIL",-T-J---,Fall
69,9,X,08:45:00,10:00:00,"ZHI LI",--W-F--,all
70,9,Y,16:15:00,17:30:00,"ALEXANDRE PARADIS",-T-J---,Fall
71,9,AA,14:45:00,17:30:00,"MARIUS PARASCHIVOIU",-T-J---,Summer
72,9,L,08:45:00,10:00:00,"CHARLES KIYANDA",M-WWW----,Fall
73,9,V,11:45:00,13:00:00,"LIANGZHU WANG",--W-F--,Fall
74,9,X,13:15:00,14:30:00,"MARIUS PARASCHIVOIU",M-WWW----,Winter
75,10,CC,18:30:00,21:00:00,"DONALD DAVIS",M-WWW----,Summer
76,10,CD,18:30:00,21:00:00,"SHAHRAM SHARIFI",M-WWW----,Summer
77,10,R,13:15:00,14:30:00,"SURAJ JOSHI",-T-J---,Fall
78,10,S,13:15:00,14:30:00,"KETRA SCHMITT",M-WWW----,Fall
79,10,FF,17:45:00,20:15:00,"WALAA HAMOUDA",M-WW-----,Fall
80,10,T,14:45:00,16:00:00,"JOHN XIUPU ZHANG",-T-J---,Winter
81,10,W,10:15:00,11:30:00,"HASSAN RIVAZ",--W-F--,Winter
82,10,UU,17:45:00,20:15:00,"IMAN GOHAR",----F--,Winter
83,11,AA,18:30:00,21:00:00,"CHANDRA ASTHANA",-T-J---,Summer
84,11,CC,18:30:00,21:00:00,"PIERRE GAUTHIER",-T-J---,Summer
85,11,F,16:15:00,17:30:00,"RAMA BHAT",-T-J---,Fall
86,11,M,08:45:00,10:00:00,"ASHOK KAUSHAL",-T-J---,Fall
87,11,S,16:15:00,17:30:00,"ASHOK KAUSHAL",-T-J---,Fall
88,11,V,13:15:00,14:30:00,"LIANGZHU WANG",-T-J---,Winter
89,11,X,08:45:00,10:00:00,"ASHOK KAUSHAL",--W-F--,Winter
90,11,UU,17:45:00,20:15:00,"CHARLES KIYANDA",---J---,Winter
91,12,AA,08:45:00,11:30:00,"PIERRE OUELLET",-T-J---,Summer
92,12,AB,11:45:00,14:30:00,"DAVID SADOWAY",-T-J---,Summer
93,12,CC,08:45:00,11:30:00,"BRUNO GRENIER",-T-J---,Summer
94,12,D,08:45:00,11:30:00,"BRUNO GRENIER",----F--,Fall
95,12,F,16:15:00,17:30:00,"BRANDIFF CARON",M-WWW----,Fall
96,12,EE,17:45:00,20:15:00,"BRUNO GRENIER",---J---,Fall
97,12,P,08:45:00,11:30:00,"KERRY HOLDEN",----F--,Winter
98,12,Q,16:15:00,17:30:00,"MATTHEW HARSH",M-WWW----,Winter
99,12,RR,17:45:00,20:15:00,"MATTHEW HARSH",-T-----,Winter
107,12,DD,17:45:00,20:15:00,"STANISLAS L KLASA",-T-----,Fall
108,12,QQ,17:45:00,20:15:00,"STANISLAS L KLASA",-T-----,Winter
109,12,AA,18:30:00,21:00:00,"TADEUSZ OBUCHOWICZ",M-WWW----,Summer
110,12,U,13:15:00,14:30:00,"KERLY TITUS",M-WWW----,Fall
111,12,DD,17:45:00,20:15:00,"DAVID PROBST",--W----,Winter
112,12,PP,17:45:00,20:15:00,"DAVID PROBST",-T-----,Winter
113,15,AA,10:45:00,13:15:00,"VACLAV KRATOCHVIL",-T-J---,Summer
114,15,Q,13:15:00,14:30:00,"GOSTA GRAHNE",-T-J---,Fall
115,15,R,13:15:00,14:30:00,"LATA NARAYANAN",-T-J---,Fall
116,15,DD,17:45:00,20:15:00,"EUSEBIUS DOEDEL",--W----,Fall
117,15,S,13:15:00,14:30:00,"SABINE BERGLER",-T-J---,Winter
118,15,NN,17:45:00,20:15:00,"GOSTA GRAHNE",---J---,Winter
119,15,CC,13:15:00,16:00:00,"CARLOS-LUIS SANTANA",-T-J---,Summer
120,15,Q,13:15:00,14:30:00,"SUDHIR MUDUR",-T-J---,Fall
121,15,N,13:15:00,14:30:00,"EUSEBIUS DOEDEL",M-WWW----,Winter
122,15,DD,17:45:00,20:15:00,"ADAM KRZYZAK",M-WW-----,Winter
123,16,AA,13:30:00,16:00:00,"LEILA KOSSEIM",M-WWW----,Summer
124,16,Q,13:15:00,14:30:00,"EMAD SHIHAB",M-WWW----,Fall
125,16,R,08:45:00,10:00:00,"NANCY ACEMIAN",M-WWW----,Fall
126,16,EE,17:45:00,20:15:00,"LEILA KOSSEIM",----F--,Fall
127,16,U,10:15:00,11:30:00,"AIMAN HANNA",--W-F--,Winter
128,16,W,11:45:00,13:00:00,"AIMAN HANNA",--W-F--,Winter
129,17,CC,15:30:00,18:00:00,"NIKOLAOS TSANTALIS",M-WWW----,Summer
130,17,D,14:45:00,16:00:00,"NAGI BASHA",M-WWW----,Fall
131,17,S,08:45:00,10:00:00,"NANCY ACEMIAN",M-WWW----,Winter
132,17,U,10:15:00,11:30:00,"KERLY TITUS",--W-F--,Winter
133,17,PP,17:45:00,20:15:00,"JEREMY CLARK",---J---,Winter
134,18,DD,17:45:00,20:15:00,"DAVID PROBST",M-WW-----,Fall
135,19,AA,18:30:00,21:00:00,"NEMATOLLAAH SHIRI-VARNAAMKHAASTI",-T-J---,Summer
136,19,E,10:15:00,11:30:00,"LATA NARAYANAN",-T-J---,Fall
137,19,G,08:45:00,10:00:00,"SEYED ALI JANNATPOUR",-T-J---,Fall
138,19,N,11:45:00,13:00:00,"GOSTA GRAHNE",-T-J---,Winter
139,19,F,10:15:00,11:30:00,"JEREMY MACDONALD",M-WWW----,Fall
140,21,D,13:15:00,14:30:00,"JOEY PAQUET",-T-J---,Fall
141,21,N,16:15:00,17:30:00,"DANIEL SINNIG",M-WWW----,Fall
142,21,S,14:45:00,16:00:00,"SEYED ALI JANNATPOUR",--W-F--,Winter
143,22,CC,18:30:00,21:00:00,"TODD EAVIS",-T-J---,Summer
144,22,DD,17:45:00,20:15:00,"DHRUBAJYOTI GOSWAMI",-T-----,Fall
145,22,NN,17:45:00,20:15:00,"AIMAN HANNA",--W----,Winter
146,22,WW,17:45:00,20:15:00,"AIMAN HANNA",-T-----,Winter
147,23,CC,14:45:00,17:15:00,"JAMAL BENTAHAR",M-WWW----,Summer
148,23,U,08:45:00,10:00:00,"MOHAMED TALEB",M-WWW----,Fall
149,23,DD,17:45:00,20:15:00,"DAVID PROBST",--W----,Fall
150,23,E,14:45:00,16:00:00,"DAVID PROBST",M-WWW----,Winter
151,24,AA,18:30:00,21:00:00,"SUTHARSAN SIVAGNANAM",M-WWW----,Summer
152,24,G,13:15:00,14:30:00,"AIMAN HANNA",--W-F--,Fall
153,24,H,13:15:00,14:30:00,"MOHAMED TALEB",--W-F--,Fall
154,24,X,13:15:00,14:30:00,"NANCY ACEMIAN",M-WWW----,Winter
155,25,CC,14:45:00,17:15:00,"TODD EAVIS",M-WWW----,Summer
156,25,F,13:15:00,16:00:00,"BIPIN C. DESAI",---J---,Fall
157,25,W,13:15:00,14:30:00,"NEMATOLLAAH SHIRI-VARNAAMKHAASTI",M-WWW----,Winter
158,25,BB,18:30:00,21:00:00,"DANIEL SINNIG",--W----,Summer
159,25,E,11:45:00,13:00:00,"JUERGEN RILLING",-T-J---,Fall
160,25,PP,17:45:00,20:15:00,"GREGORY BUTLER",---J---,Winter
161,25,DD,17:45:00,20:15:00,"ADAM KRZYZAK",----F--,Fall
162,25,NN,17:45:00,20:15:00,"EUSEBIUS DOEDEL",M-WW-----,Winter
163,25,A,11:45:00,13:00:00,"ARMEN ATOYAN",-T-J---,Winter
164,26,CC,18:30:00,21:00:00,"NICOLAS BERGERON",M-WWW----,Summer
165,26,UU,17:45:00,20:15:00,"ADAM KRZYZAK",-T-----,Fall
166,26,WW,17:45:00,20:15:00,"NICOLAS BERGERON",---J---,Winter
167,27,W,13:15:00,16:00:00,"THOMAS FEVENS",-T-----,Fall
168,27,X,13:15:00,16:00:00,"THOMAS FEVENS",---J---,Fall
169,28,NN,17:45:00,20:15:00,"RAJAGOPALAN JAYAKUMAR",-T-----,Fall
170,64,FF,17:45:00,20:15:00,"DHRUBAJYOTI GOSWAMI",---J---,Fall
171,65,NN,17:45:00,20:15:00,"JOEY PAQUET",M-WW-----,Winter
172,29,D,10:15:00,11:30:00,"AIMAN HANNA",M-WWW----,Fall
173,29,W,13:15:00,14:30:00,"LATA NARAYANAN",M-WWW----,Winter
174,31,N,16:15:00,17:30:00,"HOVHANNES HARUTYUNYAN",-T-J---,Fall
175,32,F,11:45:00,13:00:00,"LEILA KOSSEIM",M-WWW----,Fall
176,32,NN,17:45:00,20:15:00,"LEILA KOSSEIM",M-WW-----,Winter
177,33,DD,17:45:00,20:15:00,"CHING YEE SUEN",---J---,Fall
178,34,UU,17:45:00,20:15:00,"NORA HOUARI",--W----,Winter
179,35,N,14:45:00,16:00:00,"THOMAS FEVENS",-T-J---,Winter
180,36,N,13:15:00,14:30:00,"TIBERIU POPA",M-WWW----,Fall
181,37,DD,17:45:00,20:15:00,"TIEN BUI",M-WW-----,Fall
182,38,D,13:15:00,14:30:00,"SABINE BERGLER",M-WWW----,Fall
191,41,H,14:45:00,16:00:00,"DONALD DAVIS",M-WWW----,Winter
192,41,DD,17:45:00,20:15:00,"TADEUSZ OBUCHOWICZ",-T-----,Winter
193,42,CC,10:45:00,13:15:00,"DANIEL SINNIG",M-WWW----,Summer
194,42,Q,08:45:00,10:00:00,"NANCY ACEMIAN",-T-J---,Fall
195,42,S,08:45:00,10:00:00,"NAGI BASHA",-T-J---,Winter
196,42,U,14:45:00,16:00:00,"CHUN WANG",-T-J---,Winter
197,42,W,00:00:00,00:00:00,"TERRILL FANCOTT",-------,Winter
198,43,GG,17:45:00,20:15:00,"AMR YOUSSEF",M-WW-----,Fall
199,44,U,16:15:00,17:30:00,"CONSTANTINOS CONSTANTINIDES",-T-J---,Winter
200,45,H,10:15:00,11:30:00,"TERRILL FANCOTT",--W-F--,Fall
201,45,S,08:45:00,10:00:00,"STUART THIEL",--W-F--,Winter
202,46,H,11:45:00,13:00:00,"DANIEL SINNIG",--W-F--,Fall
203,47,H,13:15:00,14:30:00,"PETER RIGBY",--W-F--,Fall
204,48,S,13:15:00,14:30:00,"CONSTANTINOS CONSTANTINIDES",-T-J---,Winter
205,49,S,14:45:00,16:00:00,"DANIEL SINNIG",M-WWW----,Winter
206,50,S,10:15:00,11:30:00,"RAJAGOPALAN JAYAKUMAR",--W-F--,Winter
207,51,F,10:15:00,11:30:00,"OLGA ORMANDJIEVA",--W-F--,Fall
208,52,S,11:45:00,13:00:00,"TIEN BUI",-T-J---,Winter
209,53,F,11:45:00,13:00:00,"STUART THIEL",M-WWW----,Fall
210,54,S,16:15:00,17:55:00,"NIKOLAOS TSANTALIS",M-WW-----,Winter
211,55,MM,17:45:00,20:15:00,"TERRILL FANCOTT",--W----,Fall
212,56,H,13:15:00,14:30:00,"RAJAGOPALAN JAYAKUMAR",-T-J---,Fall
213,59,NN,17:45:00,20:15:00,"SERGUEI MOKHOV",--W----,Winter
214,60,SS,18:25:00,19:25:00,"PETER RIGBY",----F--,Fall&Winter
215,66,S,16:15:00,17:30:00,"SAMAR ABDI",M-WWW----,Fall
216,62,XX,17:45:00,20:15:00,"YOUMIN ZHANG",---J---,Fall
217,63,X,14:45:00,17:45:00,"NARENDRA KUMAR GOLLU",M-WW-----,Fall
218,67,CC,11:45:00,14:15:00,"VENKATANARAYANA RAMACHANDRAN",-T-J---,Summer
219,67,T,11:45:00,13:00:00,"VENKATANARAYANA RAMACHANDRAN",--W-F--,Fall
220,67,V,08:45:00,10:00:00,"VENKATANARAYANA RAMACHANDRAN",-T-J---,Fall
221,67,JJ,17:45:00,20:15:00,"VENKATANARAYANA RAMACHANDRAN",-T-----,Winter
222,65,NN,17:45:00,20:15:00,"JOEY PAQUET",M-WW-----,Winter
223,14,A,16:15:00,17:30:00,TBA,M-W----,Fall
224,14,B,14:45:00,16:00:00,"BRANDIFF CARON",M-W----,Fall
225,14,BB,17:45:00,20:15:00,TBA,-T-----,Fall
226,14,EE,17:45:00,20:15:00,"BRANDIFF CARON",-T-----,Winter
227,14,AA,10:15:00,12:15:00,"MARY SILAS",-T-J---,Summer
228,14,AB,10:45:00,13:15:00,"LAURIE LAMOUREUX SCHOLES",-T-J---,Summer
229,14,CC,10:15:00,12:45:00,"MARY SILAS",-T-J---,Summer
230,72,A,14:45:00,17:30:00,TBA,M------,Fall
231,72,AA,17:45:00,20:15:00,TBA,---J---,Winter
232,72,B,14:45:00,17:30:00,TBA,---J---,Winter
233,73,A,14:45:00,17:30:00,TBA,---J---,Fall
234,73,B,14:45:00,17:30:00,TBA,M------,Winter
235,74,AA,17:45:00,20:15:00,TBA,M------,Fall
236,74,B,17:45:00,20:15:00,TBA,---J---,Fall
237,74,CC,17:45:00,20:15:00,TBA,--W----,Winter
238,74,AA,18:30:00,21:00:00,TBA,-T-J---,Summer
239,75,AA,17:45:00,20:15:00,TBA,---J---,Fall
240,75,BB,17:45:00,20:15:00,TBA,---J---,Winter
241,76,A,14:45:00,17:30:00,TBA,M------,Fall
242,76,AA,17:45:00,20:15:00,TBA,---J---,Winter
243,76,B,11:45:00,14:30:00,TBA,-T-----,Winter
244,76,C,08:45:00,11:30:00,TBA,----F--,Winter
245,77,DD,14:45:00,17:30:00,TBA,---J---,Fall
246,77,EE,17:45:00,20:15:00,TBA,M------,Fall
247,77,A,11:45:00,14:30:00,TBA,M------,Fall
248,77,AA,17:45:00,20:15:00,TBA,-T-----,Fall
249,77,B,14:45:00,17:30:00,TBA,---J---,Fall
250,77,C,08:45:00,11:30:00,TBA,----F--,Fall
251,77,AB,14:45:00,17:30:00,"STEPHEN J LAING",---J---,Winter
252,77,BB,17:45:00,20:15:00,TBA,M------,Winter
253,77,D,08:45:00,11:30:00,"ROBBY DEREK SAKS",M------,Winter
254,77,E,11:45:00,14:30:00,TBA,-T-----,Winter
255,77,F,11:45:00,14:30:00,"STEPHEN J LAING",----F--,Winter
256,77,AA,18:30:00,21:00:00,"Maryam Tofighi",-T-J---,Summer
257,77,CA,18:30:00,21:00:00,"MARYSE COTE HAMEL",-T-J---,Summer
258,78,A,11:45:00,13:00:00,"CRAIG TOWNSEND",-T-J---,Winter
259,79,A,14:45:00,16:00:00,"SONISH AZAM",-T-J---,Winter
260,80,A,16:15:00,17:30:00,TBA,M-W----,Fall
261,80,B,11:45:00,13:00:00,"MALCOLM WHITEWAY",--W-F--,Winter
262,81,A,10:15:00,11:30:00,TBA,--W-F--,Fall
263,81,B,18:00:00,20:30:00,TBA,--W----,Fall
264,82,1,10:15:00,11:30:00,TBA,-T-J---,Fall
265,82,52,18:00:00,20:30:00,TBA,---J---,Fall
266,82,2,10:15:00,11:30:00,TBA,-T-J---,Winter
267,82,53,18:00:00,20:30:00,TBA,---J---,Winter
268,83,LL,17:45:00,20:15:00,TBA,M------,Fall
269,84,EC,11:45:00,13:00:00,TBA,-T-----,Winter
270,84,H,16:15:00,17:30:00,"POUYA VALIZADEH",-T-J---,Winter
271,85,M,16:15:00,17:30:00,"HOI DICK NG",M-W----,Fall
272,85,T,11:45:00,13:25:00,"LYES KADEM",-T-J---,Fall
273,85,X,16:15:00,17:30:00,"HOI DICK NG",M-W----,Fall
274,85,V,10:15:00,11:30:00,TBA,-T-J---,Winter
275,85,W,08:45:00,10:00:00,"ALEXANDRE PARADIS",--W-F--,Winter
276,85,XX,17:45:00,20:15:00,TBA,----F--,Winter
277,86,EC,08:45:00,10:00:00,"GEORGES ABINADER",M-W----,Fall
278,86,EC,10:15:00,11:30:00,"MARIUS PARASCHVOIU",--W-F--,Winter
279,87,T,10:15:00,11:30:00,"ROBIN DREW",--W-F--,Fall
280,87,Y,08:45:00,10:00:00,TBA,-T-J---,Fall
281,87,M,10:15:00,11:30:00,TBA,--W-F--,Winter
282,88,1,10:15:00,11:30:00,"VALTER ZAZUBOVITS",-T-J---,Winter
